Client_ID,Estimated_Income,Bank_Loans,Business_Lending,Credit_Card_Balance,Saving_Accounts,Checking_Accounts,Foreign_Currency_Account,Joined_Bank,Engagement Days,Income Band,Total_Loan,Processing_Fee,Nationality,Gender
IND36400,385996.98,639113.19,965780.12,2298.02,98433.3,528995.27,33124.45,2/1/2019,1/8/1907,High,1607191.33,48215.7399,American,Female
IND16810,62697.4,1398294.55,284386.77,5844.52,117180.67,90306.65,30112.14,3/20/2006,11/22/1919,Low,1688525.84,50655.7752,Asian,Female
IND62400,96671.07,174294.11,460135.42,771.33,181568,83671.89,38277.75,3/13/2019,11/29/1906,Low,635200.86,19056.0258,Asian,Female
IND25291,36835.64,315059.23,111986.2,947.07,122414.78,90160.56,7164.95,12/13/2019,2/27/1906,Low,427992.5,12839.775,European,Female
IND94530,218888.31,1424013.96,1383168.08,8544.43,245879.24,431812.72,95534.31,7/30/1999,7/13/1926,Mid,2815726.47,84471.7941,European,Female
IND29475,63676.05,920096.1,2453030.87,9553.04,437981.54,293291.21,39903.63,11/1/2006,4/10/1919,Low,3382680.01,101480.4003,American,Male
IND97275,140115.83,120706.43,2123424.55,6843.4,114718.87,252167.35,74845.61,8/3/2006,7/9/1919,Mid,2250974.38,67529.2314,African,Female
IND73731,148213.62,251193.41,449261.74,5667,56363.88,194015.13,48422.51,3/10/2016,12/1/1909,Mid,706122.15,21183.6645,European,Female
IND36600,221981.81,376658.91,1248586.65,5115.15,496243.74,262203.15,24860.52,10/5/2013,5/6/1912,Mid,1630360.71,48910.8213,African,Male
IND50412,71822.34,325091.98,371283.64,1422.46,14274.93,22156.21,12464.94,9/16/2001,5/25/1924,Low,697798.08,20933.9424,Asian,Female
IND77616,257023.83,491066.6,1904155.34,5757.7,567070.64,738771.27,6308.06,7/7/2020,8/4/1905,Mid,2400979.64,72029.3892,Asian,Female
IND25120,47361.01,519939.71,608738.38,2098.86,22129.45,104973.02,11768.89,4/13/2008,10/28/1917,Low,1130776.95,33923.3085,European,Male
IND89792,112050.56,611149.26,822936.54,2087.57,181088.21,464328.75,11029,1/17/2004,1/23/1922,Mid,1436173.37,43085.2011,European,Female
IND15721,67982.46,1042319.02,148679.48,3555.46,151194.93,418410,61585.59,5/7/2001,10/4/1924,Low,1194553.96,35836.6188,European,Female
IND91267,353467.78,909814.53,763016.58,3036.95,228098.55,217980.95,26363.42,12/23/2012,2/16/1913,High,1675868.06,50276.0418,Asian,Female
IND14935,282954.63,372766.7,171225.35,4110.58,29965.28,32414.36,16825.18,8/1/2013,7/10/1912,Mid,548102.63,16443.0789,European,Female
IND49907,215582.05,0,1412228.12,7470.4,218308.48,494426.88,73963.14,11/21/2012,3/20/1913,Mid,1419698.52,42590.9556,African,Female
IND18734,125473.53,811683.04,2919601.37,8807.26,453282.94,1092478.96,44597.56,9/18/2016,5/23/1909,Mid,3740091.67,112202.7501,American,Female
IND16744,215060.45,348258.12,1071917.66,1391.16,52385.8,107077.88,6188.7,12/17/2011,2/23/1914,Mid,1421566.94,42647.0082,Asian,Female
IND19548,88444.07,88278.93,1626845.06,4093.89,92927.68,448658.77,42047.41,7/14/2021,7/28/1904,Low,1719217.88,51576.5364,European,Male
IND15167,218904.13,354944.9,181543.71,4424.85,229988.32,424940.72,13695.37,11/9/2015,4/2/1910,Mid,540913.46,16227.4038,European,Female
IND32618,202276.06,586072.04,1527720.9,1574.35,127803.84,638604.52,13086.63,7/16/2013,7/26/1912,Mid,2115367.29,63461.0187,European,Female
IND93058,43011.56,165875.8,254816.77,848.54,19682.61,5513.34,10782.78,3/3/2011,12/9/1914,Low,421541.11,12646.2333,African,Male
IND70754,202863.47,878129.72,263453.75,740.6,15511.59,32962.13,23859.28,5/18/2010,9/24/1915,Mid,1142324.07,34269.7221,American,Female
IND92418,310932.99,179299.11,940255.75,3439.77,767802.25,289877.84,5633.75,6/1/2007,9/10/1918,High,1122994.63,33689.8389,Asian,Female
IND92115,140387.6,1267435.2,2487114.74,332.28,1042762.89,988135.77,32027.75,2/3/2010,1/6/1916,Mid,3754882.22,112646.4666,Asian,Female
IND24672,262799.91,1557602.43,1867597.47,8892.62,62844.88,61514.83,87239.02,4/22/2005,10/19/1920,Mid,3434092.52,103022.7756,European,Female
IND54908,115893.22,479711.5,409422.04,2213.66,19924.53,16776.87,169.14,5/19/2001,9/22/1924,Mid,891347.2,26740.416,European,Female
IND37750,136105.54,1495245.96,273110.64,8163.02,811103.96,588509.06,56098.49,8/25/2011,6/17/1914,Mid,1776519.62,53295.5886,European,Female
IND59881,172611.65,62672.07,193132.18,691.18,28723.81,24800.78,22005.81,11/8/2017,4/2/1908,Mid,256495.43,7694.8629,Asian,Male
IND32319,238307.99,109711.87,432897.38,5725.3,116883.18,988564.19,2954.52,7/2/2009,8/9/1916,Mid,548334.55,16450.0365,European,Male
IND58635,23597.68,309177.9,260989.41,1786.93,65017.49,46187.29,15891.99,3/20/1995,11/22/1930,Low,571954.24,17158.6272,European,Female
IND55883,183024.41,235700.94,1728187.62,1303.23,436441.46,818492.75,78315.08,9/27/2017,5/14/1908,Mid,1965191.79,58955.7537,Australian,Male
IND26855,40981.63,0,285859.43,2242.78,174618.52,172619.77,3762.29,4/15/2016,10/26/1909,Low,288102.21,8643.0663,American,Male
IND89144,91420.58,375074.92,2725502.71,5813.52,170084.01,272301.99,45547.17,3/21/2020,11/20/1905,Low,3106391.15,93191.7345,European,Female
IND36784,376968.38,1144147.98,1491093.26,10157.22,306506.24,264589.67,12775.37,11/4/2001,4/6/1924,High,2645398.46,79361.9538,American,Female
IND47240,327029.22,549067.86,1509686.85,2560.88,159208.58,796042.91,15846.21,5/6/2004,10/5/1921,High,2061315.59,61839.4677,European,Female
IND34868,39044.99,59876.89,383326.14,1543.78,6978.14,57308.41,4056.73,6/29/2016,8/12/1909,Low,444746.81,13342.4043,European,Female
IND53254,121504.38,1228216.03,1091008.74,6995.09,152667.38,364660.05,38104.7,1/14/2015,1/26/1911,Mid,2326219.86,69786.5958,Asian,Male
IND26959,152363.88,747292.85,1323280.39,1856.23,275820.19,444871.27,47592.16,3/30/2015,11/12/1910,Mid,2072429.47,62172.8841,American,Female
IND13792,194156.82,1694406.78,516239.46,6404.31,19766.94,78691.92,48734.73,1/28/2020,1/12/1906,Mid,2217050.55,66511.5165,European,Female
IND83479,56797.44,310733.07,95254.4,20.13,14935.37,26119.08,24534.67,1/3/1995,2/6/1931,Low,406007.6,12180.228,European,Male
IND84488,408120.18,329166.04,1307746.44,5415.01,83573.37,138578.3,23624,11/25/2015,3/17/1910,High,1642327.49,49269.8247,Australian,Male
IND36106,166689.87,628951.86,1122124.12,1222.32,15755.74,35205.14,23300.63,12/15/2018,2/25/1907,Mid,1752298.3,52568.949,American,Female
IND49489,57164.17,65968.99,310994.46,2038.51,447205.75,201713.25,20836.28,3/10/2002,12/2/1923,Low,379001.96,11370.0588,European,Male
IND71209,66959.86,890834.85,585921.24,774.88,229959.18,140942.72,1853.11,6/3/2020,9/7/1905,Low,1477530.97,44325.9291,Asian,Female
IND33607,129727.97,592524.62,1050664.57,4535.98,228166.94,547459.38,76994.56,7/21/2021,7/21/1904,Mid,1647725.17,49431.7551,Asian,Female
IND36407,203298.54,471372.32,283947.15,497.68,211889.32,210350.17,24361.55,6/19/2020,8/22/1905,Mid,755817.15,22674.5145,African,Male
IND90197,31634.79,139653.1,688482.11,2247.59,130625.33,248501.45,4096.5,2/5/2014,1/4/1912,Low,830382.8,24911.484,Asian,Female
IND21018,305348.02,239042.4,641559.73,7415.95,431733.99,484257.28,77112.73,11/17/2008,3/24/1917,High,888018.08,26640.5424,European,Female
IND77703,19662.72,810408.88,1028343.97,175.34,88118.73,97588.43,4629.11,6/15/2019,8/27/1906,Low,1838928.19,55167.8457,Australian,Female
IND70508,105509.99,1328738,1459059.75,4025.57,268055.5,126143.77,49428.63,2/4/2015,1/5/1911,Mid,2791823.32,83754.6996,Australian,Male
IND35314,93027.81,36983.65,789869.2,1406.11,272338.47,131564.48,7690.95,1/17/1995,1/23/1931,Low,828258.96,24847.7688,African,Male
IND65265,287612.73,1092748.53,119395.72,3400.62,349634.89,173193.75,20724.32,9/10/2007,6/1/1918,Mid,1215544.87,36466.3461,Asian,Male
IND65658,337642.83,869897.43,660501.86,380.9,46827.9,222215.75,46891.02,11/18/2014,3/24/1911,High,1530780.19,45923.4057,American,Female
IND28776,136612.5,781474.89,73545.89,2770.52,133223.12,509635.86,2622.18,5/21/2013,9/20/1912,Mid,857791.3,25733.739,Australian,Male
IND66161,74853.5,41043.83,220870.88,2065.56,112199.01,112290.67,36351.45,8/14/2010,6/28/1915,Low,263980.27,7919.4081,Australian,Female
IND15278,60765.2,662455.37,1808460.91,4526.79,210404.11,331055.41,59849.61,6/23/2018,8/19/1907,Low,2475443.07,74263.2921,Asian,Female
IND22373,256845.42,1575353.28,1291547.69,12549.82,741795.45,1089482.47,66039.4,3/11/2008,11/30/1917,Mid,2879450.79,86383.5237,African,Female
IND60609,139304.56,234198.36,1097467.13,531.95,63014.44,112981.36,31654.17,12/24/2017,2/16/1908,Mid,1332197.44,39965.9232,Asian,Male
IND24232,162100.55,201708.59,245486.36,2074.35,50869.56,300592.88,1915.5,6/4/1995,9/7/1930,Mid,449269.3,13478.079,Asian,Male
IND89674,25072.56,111518.43,449389.43,1304.77,36857.47,12250.82,2117.6,2/14/2019,12/26/1906,Low,562212.63,16866.3789,European,Female
IND62679,351000.81,382440.46,717931.61,6601.8,622404.84,260264.87,31525.89,3/29/2003,11/13/1922,High,1106973.87,33209.2161,Australian,Male
IND45614,206314.58,312920.53,870305.43,4469.51,188024.91,135594.88,4690.06,5/9/2009,10/2/1916,Mid,1187695.47,35630.8641,Australian,Male
IND35674,121719.63,217964.03,296392.19,4550.14,72324.75,66057.74,3055.62,8/2/2016,7/9/1909,Mid,518906.36,15567.1908,American,Female
IND90385,191665.02,246196.36,972737.18,1458.38,57926.51,198039.36,17416.08,4/12/2005,10/29/1920,Mid,1220391.92,36611.7576,European,Female
IND64752,97563.08,765725.46,1204313.59,2519.7,160052.47,718241.01,40524.36,8/25/2021,6/16/1904,Low,1972558.75,59176.7625,European,Female
IND48640,91093.44,332428.17,352941.69,1008.16,17078.51,26834.92,4242.83,9/5/2021,6/5/1904,Low,686378.02,20591.3406,Asian,Female
IND20725,94763.85,722990.92,1761769.84,5371.77,196049.08,842074.08,54034.84,6/17/2021,8/24/1904,Low,2490132.53,74703.9759,European,Female
IND87256,260184.04,689412.98,2616405.59,6592.3,1318234.19,595693.28,44074.48,4/17/2013,10/24/1912,Mid,3312410.87,99372.3261,Asian,Male
IND65022,93421.36,369735.43,263523.72,579.24,117810.57,48226.55,6313.53,3/24/2014,11/18/1911,Low,633838.39,19015.1517,European,Male
IND97042,161007.26,244729.89,219686.25,1038.56,144330.59,317257.84,3366.24,3/26/2020,11/15/1905,Mid,465454.7,13963.641,European,Male
IND99554,259370.68,812424.33,706271,10316.57,1422244.37,487626.64,44822.57,10/4/2020,5/7/1905,Mid,1529011.9,45870.357,Asian,Female
IND75060,242230.66,224641.42,799213.28,325.24,131672.57,506432.96,27583.18,9/14/2012,5/27/1913,Mid,1024179.94,30725.3982,European,Male
IND62770,271898.88,466668.82,2260098.54,2907.35,115318.7,415125.76,77605.24,3/30/2020,11/11/1905,Mid,2729674.71,81890.2413,American,Female
IND67268,212867.66,576469.6,336494.28,3374.64,47565.42,51038.01,5204.91,12/5/2016,3/6/1909,Mid,916338.52,27490.1556,Asian,Female
IND57973,165420.58,1772435.65,2187287.2,9621.16,948406.18,907754.56,64273.44,12/6/2017,3/5/1908,Mid,3969344.01,119080.3203,European,Female
IND89653,21380.4,575073.58,343847.83,1846.22,96707.33,235251.24,9708.65,3/15/2004,11/26/1921,Low,920767.63,27623.0289,European,Female
IND21489,237510.45,1257273.74,273302.63,2757.89,358292.31,419055.34,5785.1,7/3/2007,8/9/1918,Mid,1533334.26,46000.0278,African,Male
IND30571,150279.96,732127.19,1071248.33,4577.01,282495.02,244466.85,21425.82,5/23/2019,9/19/1906,Mid,1807952.53,54238.5759,European,Male
IND59366,341681.11,131948.07,2767797.56,1290.15,675570.29,1224718.07,54910.43,5/5/2019,10/7/1906,High,2901035.78,87031.0734,Asian,Male
IND83619,306885.6,438755.2,488406.87,765.74,96817.52,248250.05,32810.82,10/7/1995,5/5/1930,High,927927.81,27837.8343,Asian,Female
IND67029,304782.62,627444.42,322676.32,3823.14,161400.09,101982.1,26484.8,8/13/2021,6/28/1904,High,953943.88,28618.3164,American,Female
IND95869,71815.31,769275.63,493064.03,3282.91,299640.69,400727.41,17095.1,10/25/2020,4/16/1905,Low,1265622.57,37968.6771,American,Male
IND66671,295262.98,759216.99,1341895.58,4472.5,179949.13,193086.59,39324.04,8/2/2000,7/9/1925,Mid,2105585.07,63167.5521,Australian,Female
IND86149,229131.69,457350.84,284163.08,3523.03,1566778.15,849808.3,119004.85,8/16/2011,6/26/1914,Mid,745036.95,22351.1085,American,Male
IND95415,44050.06,439352.06,417986.96,2706.98,224547.8,300301.2,28908.94,2/6/1996,1/3/1930,Low,860046,25801.38,Asian,Female
IND99553,209915.06,353071.58,1377314.07,2649.6,458785.04,1162255.45,50477.15,9/17/2008,5/24/1917,Mid,1733035.25,51991.0575,European,Female
IND73319,80085.64,189393.85,355533.71,207.17,121311.04,356797.17,1011.79,5/13/2016,9/28/1909,Low,545134.73,16354.0419,European,Female
IND34968,138504.19,171726.99,499117.58,4919.24,258895,160804.35,44954.18,9/24/2020,5/17/1905,Mid,675763.81,20272.9143,Asian,Male
IND14715,109316.44,297293.53,868200.06,625.5,159627.15,127842.79,62604.89,12/15/2021,2/25/1904,Mid,1166119.09,34983.5727,American,Female
IND16798,265028.36,478689.94,718720.48,1547.03,285111.46,559903.14,75594.89,10/8/2013,5/3/1912,Mid,1198957.45,35968.7235,European,Female
IND93663,299641.49,797452.44,1645955.44,362.98,783508.81,556194.52,26740.02,10/21/2019,4/21/1906,Mid,2443770.86,73313.1258,Asian,Female
IND67391,157834.48,269137.89,611983.05,350.96,67931.92,189348.23,1691.6,5/28/2013,9/13/1912,Mid,881471.9,26444.157,Asian,Female
IND96220,56129.11,172354.64,99605.94,2272.44,145958.24,106093.99,28780.98,6/12/2005,8/29/1920,Low,274233.02,8226.9906,Asian,Female
IND44913,146613.19,234631.6,1428173.95,2540.54,45959.55,109427.49,6098.49,12/2/2004,3/9/1921,Mid,1665346.09,49960.3827,European,Male
IND87824,159264.12,424822.11,1990441.02,1800.2,99416.29,124402.15,74616.26,12/26/1995,2/14/1930,Mid,2417063.33,72511.8999,Asian,Female
IND46155,207384.19,610026.26,1260155.43,3357.59,232527.59,720622.38,42135.26,10/16/2004,4/25/1921,Mid,1873539.28,56206.1784,European,Male
IND35684,205225.24,602116.67,331962.09,3599.77,76431.97,410756.84,11436.77,1/2/2017,2/6/1909,Mid,937678.53,28130.3559,European,Male
IND96387,119065.27,453298.88,659102.62,4260.6,144412.24,504632.93,34346.9,7/24/2021,7/18/1904,Mid,1116662.1,33499.863,European,Female
IND83308,419145.55,2210291.07,2369179.03,3865.31,820159.22,1063269.48,54966.68,4/7/2000,11/3/1925,High,4583335.41,137500.0623,European,Male
IND69120,182769.56,967509.43,300184.83,3497.65,70386.54,158249.32,5442.71,3/4/2015,12/8/1910,Mid,1271191.91,38135.7573,European,Female
IND47860,235533.89,925870.68,1303721.76,2692.25,400821.91,521477.48,3163.19,1/7/2005,2/1/1921,Mid,2232284.69,66968.5407,Australian,Male
IND13419,202929.55,710672.35,778678.71,579.46,40097.55,83468.36,60366.12,4/4/2005,11/6/1920,Mid,1489930.52,44697.9156,Asian,Male
IND56121,213666.88,673674.75,2655115.05,5451.6,265037.77,1599365.88,71299.2,6/28/2011,8/14/1914,Mid,3334241.4,100027.242,African,Male
IND38822,58715.5,1061278.69,917115.05,6588.95,108981.93,506739.63,64661.85,5/31/2004,9/10/1921,Low,1984982.69,59549.4807,American,Male
IND58923,71704.22,190642.84,477246.23,2471.43,152555.27,83487.96,5275.56,9/24/2002,5/18/1923,Low,670360.5,20110.815,Australian,Male
IND66682,66091.96,77087.72,1069796.59,4769.18,394149.3,249046.78,6508.81,4/22/2013,10/19/1912,Low,1151653.49,34549.6047,American,Female
IND96115,37278.93,239843.18,765189.08,3824.28,401919.73,128116.49,19662.58,12/16/2017,2/24/1908,Low,1008856.54,30265.6962,European,Female
IND40991,92216.16,1555706.2,1975937.36,4887.96,25658.17,40703.32,84028.2,4/19/2009,10/22/1916,Low,3536531.52,106095.9456,European,Male
IND57646,114508.96,418626.6,1164363.9,3269.18,83659.24,353615.85,15418.2,1/6/2004,2/3/1922,Mid,1586259.68,47587.7904,Asian,Male
IND76683,86172.32,118018.7,109644.42,1796.81,142091.73,106327.15,23100.05,10/18/1995,4/24/1930,Low,229459.93,6883.7979,American,Female
IND69465,81162.89,415774.53,423140.44,461.59,130994.88,54045.41,17879.68,12/22/2008,2/17/1917,Low,839376.56,25181.2968,European,Male
IND45293,47428.51,192982.01,279713.67,2420.8,12407.5,56397.73,18277.36,12/22/2008,2/17/1917,Low,475116.48,14253.4944,European,Male
IND31182,289744.18,659253.5,1390700.48,6774.14,328594.62,1010828.25,31477.06,8/21/2011,6/21/1914,Mid,2056728.12,61701.8436,European,Male
IND43704,153481.1,458409.1,872486.37,5475.64,111594.33,74659.72,60153.18,6/20/2014,8/22/1911,Mid,1336371.11,40091.1333,European,Male
IND90107,184517.05,67647.56,1034413.94,4505.58,56868.71,221426.14,7776.4,3/3/1999,12/9/1926,Mid,1106567.08,33197.0124,American,Female
IND65206,142534.02,847748.91,400565.59,51.9,206879.49,164281.03,51537.89,12/7/2015,3/5/1910,Mid,1248366.4,37450.992,American,Female
IND97608,133713.43,936515.91,1344158.12,789.68,292636.11,342366.26,15525.12,5/5/2010,10/7/1915,Mid,2281463.71,68443.9113,European,Male
IND99978,442113.95,2538730.13,1886286.75,13749.83,675057.56,478908.76,47344.2,10/18/2019,4/24/1906,High,4438766.71,133163.0013,European,Male
IND51034,210223.41,121701.28,711150.97,7510.1,427659.77,253781.2,54330.37,1/3/2005,2/5/1921,Mid,840362.35,25210.8705,European,Male
IND77398,223156.5,787973.99,269938.98,1107.52,291140.57,263889.9,9479.84,10/17/2009,4/24/1916,Mid,1059020.49,31770.6147,Australian,Male
IND48157,346125.01,561119.35,341892.6,3076.64,74694.93,93368.66,35345.94,6/17/2001,8/24/1924,High,906088.59,27182.6577,European,Male
IND46455,96650.09,95472.51,211659.52,187.15,65815.88,154720.87,13697.78,11/6/1999,4/5/1926,Low,307319.18,9219.5754,Asian,Female
IND52005,309043,251126.15,2316850.54,7.64,320561.04,1277598.36,90415.42,10/25/2000,4/16/1925,High,2567984.33,77039.5299,Asian,Female
IND50424,204852.96,607243.26,1849181.18,4597.76,285210.56,675175.65,91763.71,8/19/2014,6/23/1911,Mid,2461022.2,73830.666,American,Male
IND48222,18687.5,99325.79,234551.51,1934.47,13120.39,18265.85,6652.25,12/22/2016,2/17/1909,Low,335811.77,10074.3531,Australian,Female
IND48333,121744.14,673353,782398.27,69.08,436849.19,209735.55,6280.59,9/9/2006,6/2/1919,Mid,1455820.35,43674.6105,European,Male
IND62022,105503.3,139718.12,1024519.99,2309.69,504934.4,467531.85,58343.89,4/12/2018,10/30/1907,Mid,1166547.8,34996.434,Asian,Male
IND82740,101046.99,961441.02,1073375.39,4228.42,612547.61,622292.95,50695.85,2/6/2019,1/3/1907,Mid,2039044.83,61171.3449,European,Male
IND48400,201990.14,1174154.65,217613.89,4434.92,84981.85,178640.52,42678.52,10/26/2003,4/16/1922,Mid,1396203.46,41886.1038,Asian,Male
IND40646,165248.58,25841.42,235244.02,294.8,88082.29,97388.28,8075.1,8/5/2021,7/6/1904,Mid,261380.24,7841.4072,American,Male
IND40950,429407.79,656065.34,341071.1,149.95,182908.54,370760.54,67940.93,10/17/2006,4/25/1919,High,997286.39,29918.5917,European,Female
IND37853,140967.36,359976.85,818477.97,2087.01,143665.63,677419.08,19850.6,9/23/2012,5/18/1913,Mid,1180541.83,35416.2549,Australian,Female
IND91954,115916.64,209574.56,494876.64,3469.94,276331.9,189991.38,6797.9,8/6/2015,7/6/1910,Mid,707921.14,21237.6342,Asian,Female
IND30253,114733.13,91949.02,999849.01,1232.85,78989.76,258235.77,36592.9,6/4/2018,9/7/1907,Mid,1093030.88,32790.9264,European,Male
IND82997,251704.69,136945.2,726660.9,9856.35,1141100.37,553548.35,27807.15,4/18/2001,10/23/1924,Mid,873462.45,26203.8735,Australian,Male
IND75882,282952.68,727530.48,2413215.1,8432.63,246923.66,126627.52,92195.92,9/25/2001,5/16/1924,Mid,3149178.21,94475.3463,European,Male
IND31953,180332.33,2226593.54,2847340.08,8812.4,155564.55,325495.81,16334.8,3/18/2001,11/23/1924,Mid,5082746.02,152482.3806,American,Male
IND69875,45199.26,268609.52,82071.45,1838.56,27278.32,97690.97,10005.98,3/12/2019,11/30/1906,Low,352519.53,10575.5859,European,Male
IND57328,51431.35,587904.04,208792.19,3418.04,265646,314191.7,28252.95,4/17/1996,10/24/1929,Low,800114.27,24003.4281,American,Male
IND70068,111317.58,745633.35,898980.39,3369.47,215158.77,200614.23,6517.67,4/24/2004,10/17/1921,Mid,1647983.21,49439.4963,Asian,Female
IND57357,108265,410837.33,429344.11,2555.93,100277.79,44314.68,7987.31,4/10/2010,11/1/1915,Mid,842737.37,25282.1211,American,Male
IND79088,134574.35,356455.55,1097745.28,10211.3,997420.12,380744.81,106490.02,2/13/2003,12/27/1922,Mid,1464412.13,43932.3639,European,Male
IND57637,188217.24,164965.57,849630.67,589.9,38909.7,164465.83,13642.5,1/9/2018,1/31/1908,Mid,1015186.14,30455.5842,Australian,Male
IND94614,368461.72,1183891.59,1661704.39,5088.7,186134.12,69111.96,62583.96,2/12/2020,12/28/1905,High,2850684.68,85520.5404,Asian,Female
IND16622,180788,1157401.14,1228270.66,6572.48,57619.78,463475.86,54093.61,5/14/1995,9/28/1930,Mid,2392244.28,71767.3284,European,Male
IND36995,94643.61,225598.78,250634.32,1454.71,101359.11,265124.43,16672.17,6/28/2018,8/14/1907,Low,477687.81,14330.6343,European,Female
IND86491,208842.24,93611.27,1280085.58,3752.95,17195.07,40781.02,41560.69,2/22/2012,12/18/1913,Mid,1377449.8,41323.494,European,Female
IND59827,166815.54,0,656415.92,2543.32,167218.48,253759.07,31805.15,3/24/2011,11/18/1914,Mid,658959.24,19768.7772,European,Male
IND74969,29881.25,328365.97,121018.85,4244.89,395777.43,287085.52,2712.88,10/20/2003,4/22/1922,Low,453629.71,13608.8913,African,Female
IND21853,295246.07,572098.56,675214.26,3319.84,122791.19,518321.89,44293.61,5/28/2019,9/14/1906,Mid,1250632.66,37518.9798,European,Male
IND23903,427085.65,1276408.77,1760206.12,7634.6,405830.68,338791.11,26682.38,7/26/2011,7/17/1914,High,3044249.49,91327.4847,Asian,Female
IND68777,184915.93,529717.71,872754.89,2620.92,154816.15,594289.39,14453.67,4/9/2001,11/1/1924,Mid,1405093.52,42152.8056,Asian,Male
IND81707,129198.45,66204.96,1117017.07,1833.12,219547.37,199588.52,24483.4,7/21/2019,7/22/1906,Mid,1185055.15,35551.6545,Asian,Male
IND97656,78862.17,113710.55,745831.41,1133.32,749319.61,357785.85,27711.23,8/27/2014,6/15/1911,Low,860675.28,25820.2584,American,Female
IND55034,108125.22,49795.48,358276.32,1120.2,37222.34,84017.6,14035.82,6/23/2010,8/19/1915,Mid,409192,12275.76,European,Female
IND96166,84951.92,214777.3,325713.78,681.79,51535.93,158912.52,19774.86,9/30/2014,5/12/1911,Low,541172.87,16235.1861,Asian,Male
IND96324,336120.73,1430031.8,1320916.4,7766.16,63213.64,173465.8,68913.64,5/7/2011,10/5/1914,High,2758714.36,82761.4308,European,Female
IND47674,140323.21,889037.57,1016663.67,4899.02,125489.97,424109.63,41828,2/4/2012,1/5/1914,Mid,1910600.26,57318.0078,African,Male
IND70317,72442.64,107623.47,80798.64,2554.29,140172.67,134675.7,35107.21,3/2/2009,12/9/1916,Low,190976.4,5729.292,European,Female
IND38895,291925.85,488765.65,443851.66,2687.78,118282.58,292055.74,56625.83,10/23/2021,4/18/1904,Mid,935305.09,28059.1527,African,Male
IND61906,180724.34,1175056.16,1612431.75,6063.21,809800.42,414220.17,4968.95,12/6/2020,3/5/1905,Mid,2793551.12,83806.5336,Asian,Male
IND91852,427268.01,1257605.59,1572554.99,7808.32,504017.38,793247.69,17792.02,7/18/1996,7/24/1929,High,2837968.9,85139.067,European,Male
IND49429,283418.58,123176.18,282955.29,3031.8,192653.98,110561.82,33826.89,1/21/2011,1/19/1915,Mid,409163.27,12274.8981,Asian,Male
IND50848,229460.79,438345.76,457903.72,3347.03,78786.16,221487.19,16752.95,7/30/1996,7/12/1929,Mid,899596.51,26987.8953,European,Male
IND25130,92389.02,946087.51,979922.58,737.1,277802.34,335278.68,14745.82,6/24/2019,8/18/1906,Low,1926747.19,57802.4157,European,Male
IND51890,275308.09,2290528.53,462554.98,10883.25,478033.84,221311.96,10609.95,11/2/2003,4/9/1922,Mid,2763966.76,82919.0028,European,Female
IND29870,185240.18,204594.66,592412.4,2658.02,394217.71,606488.78,55984.72,3/14/1999,11/28/1926,Mid,799665.08,23989.9524,Asian,Female
IND24996,253601.62,335206.22,1488519.84,6694.69,134562.07,285434.69,12308.22,12/8/2008,3/3/1917,Mid,1830420.75,54912.6225,Asian,Male
IND28319,169841.6,294747.03,292525.92,878.57,98342.39,76884.6,19026.58,3/18/2004,11/23/1921,Mid,588151.52,17644.5456,European,Male
IND24921,161884.01,273447.38,126209.78,4719.34,163640.88,197497.61,8871.46,5/13/2018,9/29/1907,Mid,404376.5,12131.295,Asian,Female
IND97391,196246.44,1226915.48,1971775.95,1802.49,501866.96,998950.22,38252.58,8/14/2001,6/27/1924,Mid,3200493.92,96014.8176,Asian,Male
IND59368,108561.76,488439.1,946926.03,2532.03,112189.75,253087.99,36120.28,3/7/2007,12/5/1918,Mid,1437897.16,43136.9148,European,Male
IND23354,117375.9,178624.7,118523.04,1327.7,44811.09,59675.79,8087.51,10/22/1999,4/20/1926,Mid,298475.44,8954.2632,European,Male
IND29589,104350.96,366249.66,519730.47,1619.36,32359.69,179265.35,5476.2,10/18/2012,4/23/1913,Mid,887599.49,26627.9847,Australian,Female
IND48477,79692.87,1411246.75,406621.87,4136.36,386732.26,1511916.25,45795.58,7/4/1999,8/8/1926,Low,1822004.98,54660.1494,American,Male
IND70337,51567.23,127945.09,821012.42,962.78,349985.59,180295.61,16788.76,10/17/2020,4/24/1905,Low,949920.29,28497.6087,Asian,Female
IND69809,96948.99,578529.62,973704.35,3136.96,41152.25,202949.3,38982.32,12/28/2017,2/12/1908,Low,1555370.93,46661.1279,Asian,Female
IND23817,79643.42,227140.25,767080.35,935.39,182541.02,114432.5,4764.35,8/26/2020,6/15/1905,Low,995155.99,29854.6797,American,Female
IND36692,224615.26,415665.01,611524.1,3521.46,117898.63,132335.2,43711.49,3/14/2006,11/28/1919,Mid,1030710.57,30921.3171,European,Female
IND39952,405658.2,125897.63,2701599.47,4448.5,719634.04,422485.74,28226.37,6/11/2015,8/31/1910,High,2831945.6,84958.368,Asian,Female
IND30232,282804.76,1890430.08,1726033.36,6825.77,81565.51,111279.5,63673.27,8/28/2004,6/13/1921,Mid,3623289.21,108698.6763,American,Male
IND31886,31366.69,271792.29,58053.18,205.82,62153.25,94171.59,8563.05,12/24/2004,2/15/1921,Low,330051.29,9901.5387,European,Female
IND16521,143641.46,566354.19,87414.62,3175.17,145880.59,449086.23,37314.07,5/25/2016,9/16/1909,Mid,656943.98,19708.3194,American,Male
